age,gender,height,weight,workout_days,workout_minutes,daily_calories,protein_intake,sleep_hours,future_weight
18,0,1.59,68.9,5,81,2169.0,151.0,7.1,70.71
32,1,1.723,73.4,1,46,2322.0,94.0,8.0,75.87
43,1,1.747,82.2,0,58,1924.0,123.0,7.4,83.33
18,0,1.636,64.7,3,67,2197.0,131.0,4.7,65.73
25,0,1.706,83.1,3,26,1439.0,127.0,8.3,82.11
33,1,1.706,59.1,5,43,2232.0,110.0,7.6,61.45
41,0,1.703,84.0,3,87,2388.0,105.0,7.5,86.45
26,1,1.826,93.0,4,16,2758.0,206.0,8.0,95.85
24,1,1.716,59.5,0,79,2124.0,73.0,6.9,61.32
18,1,1.667,77.8,2,79,2503.0,128.0,7.4,80.41
31,1,1.99,97.3,5,64,2349.0,137.0,8.0,96.09
48,0,1.666,59.2,6,58,1512.0,81.0,7.7,59.47
32,0,1.717,53.0,6,22,1535.0,105.0,6.1,52.17
30,1,1.821,70.9,5,65,2242.0,164.0,6.8,71.17
33,0,1.704,75.5,1,46,1830.0,96.0,6.5,75.36
30,0,1.568,68.8,2,79,1494.0,84.0,6.9,68.02
23,1,1.771,70.2,4,62,2196.0,103.0,8.5,71.56
37,1,1.766,88.9,6,24,2617.0,140.0,8.2,91.28
32,0,1.7,79.4,5,40,1957.0,145.0,8.0,80.98
30,0,1.621,70.0,0,24,1300.0,58.0,5.7,68.7
21,0,1.625,60.5,2,28,1300.0,121.0,6.6,59.92
42,1,1.694,74.0,2,72,2403.0,153.0,4.3,76.51
36,0,1.562,62.0,6,50,2396.0,119.0,7.2,65.19
25,1,1.745,81.9,5,41,2226.0,106.0,6.8,82.5
39,1,1.693,78.4,2,54,2369.0,153.0,6.8,80.73
26,1,1.756,57.8,1,47,1883.0,80.0,8.4,58.77
23,1,1.808,69.1,0,58,1735.0,108.0,6.4,69.22
23,1,1.83,59.1,3,98,2593.0,97.0,7.6,62.04
18,1,1.817,86.8,0,55,2433.0,94.0,8.7,88.23
34,1,1.739,72.0,6,77,2158.0,175.0,7.3,72.44
18,0,1.632,71.0,5,17,1651.0,89.0,8.3,71.2
19,1,1.789,61.1,2,47,2213.0,98.0,7.9,63.39
18,1,1.637,79.9,0,30,1819.0,124.0,6.4,79.99
29,1,1.8,61.8,3,60,2331.0,103.0,7.5,64.05
29,1,1.658,75.1,1,70,2076.0,122.0,9.0,76.39
27,0,1.709,73.7,0,73,1717.0,111.0,7.0,73.87
21,1,1.732,69.1,0,52,2135.0,113.0,6.8,69.32
19,0,1.667,64.7,1,79,2015.0,78.0,7.2,66.7
34,1,1.706,63.1,1,61,1866.0,72.0,9.8,64.7
25,1,1.716,89.4,5,66,2198.0,184.0,6.5,90.79
33,0,1.623,65.7,2,46,1300.0,115.0,6.8,65.13
22,0,1.581,49.8,2,44,1604.0,78.0,7.0,51.34
32,1,1.652,58.3,5,49,1852.0,129.0,6.6,59.25
42,0,1.662,68.6,1,81,1300.0,118.0,7.1,67.98
35,1,1.844,93.5,3,46,2652.0,173.0,5.5,95.5
26,0,1.56,52.9,2,24,1300.0,113.0,6.3,53.03
32,0,1.705,61.0,3,51,1458.0,103.0,6.2,60.55
28,0,1.568,57.3,1,43,1750.0,81.0,5.9,58.77
30,0,1.741,83.3,0,76,1908.0,113.0,7.9,84.92
27,1,1.704,57.6,5,58,2006.0,59.0,8.1,58.62
29,0,1.715,75.5,6,64,2260.0,104.0,7.8,77.75
32,1,1.73,66.3,1,77,2001.0,120.0,6.8,67.97
21,1,1.66,67.2,1,61,1826.0,85.0,6.3,67.4
21,1,1.913,115.7,4,36,2740.0,169.0,7.4,117.04
18,1,1.677,65.7,1,63,2355.0,118.0,6.6,67.02
18,0,1.672,75.4,2,79,1752.0,123.0,5.7,74.88
19,0,1.576,63.9,6,55,1300.0,118.0,8.9,63.13
31,0,1.527,47.2,0,57,1300.0,93.0,4.9,47.26
22,1,1.79,56.2,3,45,2573.0,108.0,8.6,60.19
35,1,1.702,79.1,4,59,1834.0,73.0,6.0,77.82
30,0,1.539,48.5,6,64,1634.0,118.0,6.6,48.99
18,1,1.741,58.8,5,78,2290.0,97.0,7.3,60.18
36,0,1.596,68.7,2,90,1467.0,124.0,8.7,68.43
37,0,1.631,56.0,0,65,1859.0,88.0,6.7,57.74
21,0,1.674,61.5,6,85,2026.0,93.0,6.4,61.65
34,1,1.765,97.4,3,62,2822.0,170.0,9.5,101.42
22,0,1.685,52.4,0,67,1565.0,68.0,8.1,53.26
31,1,1.803,66.8,2,107,2274.0,97.0,8.4,68.31
19,0,1.652,59.6,5,53,1660.0,120.0,9.4,60.09
18,1,1.773,73.7,5,33,2466.0,106.0,7.6,75.36
27,1,1.743,64.1,0,99,1988.0,52.0,7.7,65.86
29,1,1.768,63.1,1,69,1997.0,79.0,7.4,63.31
26,0,1.741,92.4,0,32,2295.0,179.0,8.6,94.67
19,1,1.805,82.5,1,52,2315.0,154.0,6.7,83.8
26,1,1.809,87.6,6,64,2726.0,165.0,6.3,88.7
32,1,1.811,75.7,5,40,2385.0,139.0,8.0,77.14
30,0,1.557,61.7,2,30,1752.0,142.0,7.1,62.86
32,0,1.682,77.4,4,71,1888.0,162.0,7.1,78.16
24,0,1.661,53.6,1,18,1444.0,69.0,6.2,53.74
41,0,1.62,65.0,5,45,1800.0,123.0,5.2,66.38
19,1,1.565,66.3,6,44,1932.0,132.0,5.3,66.33
34,1,1.754,93.5,0,35,2368.0,117.0,8.1,95.44
41,0,1.63,81.2,5,48,1650.0,148.0,5.7,81.38
34,1,1.665,65.8,0,51,2346.0,81.0,8.2,68.97
28,1,1.788,92.8,0,0,2075.0,137.0,9.8,93.72
25,1,1.712,53.9,5,61,2103.0,92.0,8.4,55.25
39,1,1.734,92.5,2,71,2578.0,186.0,7.5,94.64
18,1,1.826,74.5,3,84,2793.0,147.0,7.5,78.12
21,1,1.774,74.5,0,54,2383.0,88.0,5.8,75.91
26,1,1.618,66.8,0,12,1627.0,148.0,8.1,67.2
41,1,1.692,67.9,1,72,1870.0,120.0,9.8,70.74
33,1,1.828,87.0,4,56,2343.0,99.0,5.6,87.1
21,1,1.791,103.1,5,70,3244.0,135.0,7.5,105.87
27,1,1.882,81.6,0,57,2193.0,85.0,6.9,82.27
24,0,1.586,51.7,6,66,2269.0,87.0,7.8,54.16
24,1,1.736,95.3,2,37,2030.0,207.0,7.0,95.13
39,0,1.758,81.0,3,32,2555.0,129.0,9.0,84.47
18,0,1.519,75.3,3,52,1652.0,130.0,7.4,75.17
44,0,1.585,71.3,6,54,1622.0,174.0,8.1,72.85
37,1,1.716,57.2,3,39,1766.0,77.0,8.3,57.6
40,1,1.602,67.7,2,39,1670.0,116.0,7.3,67.74
26,1,1.872,68.4,3,39,2281.0,138.0,6.5,69.74
29,0,1.7,71.6,5,78,1827.0,100.0,7.0,71.24
18,1,1.689,68.7,3,36,1871.0,132.0,8.0,69.05
25,0,1.609,45.1,1,65,1300.0,75.0,8.6,45.33
34,0,1.642,54.4,3,39,2002.0,65.0,6.9,56.51
42,1,1.693,94.8,1,64,1893.0,175.0,8.2,94.43
20,1,1.637,63.8,1,82,2108.0,106.0,6.3,65.52
27,0,1.623,62.6,1,77,1346.0,99.0,5.2,61.81
29,1,1.738,95.8,2,49,2550.0,162.0,7.1,97.55
18,1,1.733,69.4,0,60,1963.0,143.0,5.6,69.96
35,0,1.651,64.2,4,46,2126.0,109.0,8.2,66.67
23,1,1.86,94.0,6,74,2961.0,133.0,7.9,95.88
28,0,1.698,66.7,6,53,1850.0,88.0,9.1,66.75
26,0,1.606,57.7,5,82,2062.0,86.0,7.9,60.02
23,0,1.66,48.3,5,36,1313.0,72.0,8.8,47.73
30,1,1.799,67.9,3,39,2068.0,95.0,9.7,69.28
28,1,1.717,64.2,4,68,1825.0,104.0,6.2,64.05
27,1,1.767,78.2,0,64,2413.0,138.0,6.1,81.1
23,1,1.798,69.9,1,92,2049.0,85.0,7.3,70.87
33,1,1.681,93.8,1,50,2121.0,115.0,6.3,93.06
45,1,1.848,67.3,6,44,1674.0,115.0,6.9,66.18
31,1,1.86,99.3,1,44,2303.0,152.0,5.1,99.26
39,1,1.709,74.9,6,49,1932.0,151.0,7.1,75.01
18,0,1.55,64.6,1,62,1501.0,105.0,6.5,63.67
31,1,1.805,87.4,3,22,2386.0,154.0,6.9,89.35
20,1,1.722,52.0,0,30,1300.0,81.0,7.8,51.15
18,0,1.671,66.4,6,60,1573.0,85.0,7.6,65.33
23,0,1.597,62.3,0,62,1965.0,59.0,7.6,63.98
41,1,1.657,58.3,6,49,2057.0,61.0,6.4,59.53
39,1,1.792,87.3,6,64,2086.0,112.0,7.6,87.31
32,0,1.62,83.0,0,25,1625.0,115.0,7.0,83.18
18,0,1.547,45.0,4,40,1300.0,84.0,6.8,44.58
28,0,1.618,54.9,5,40,2004.0,50.0,7.9,56.97
33,0,1.624,50.9,6,37,1742.0,79.0,7.7,52.73
32,1,1.856,89.0,1,72,2360.0,119.0,7.6,90.33
18,1,1.795,73.0,2,74,2426.0,101.0,6.6,73.92
22,1,1.684,65.4,5,10,1650.0,101.0,6.5,64.48
29,0,1.657,73.8,0,15,1998.0,74.0,5.9,75.48
35,0,1.647,76.6,4,58,2248.0,120.0,8.1,79.55
18,0,1.674,97.6,3,43,2067.0,123.0,7.8,98.26
29,1,1.785,70.9,1,52,1822.0,140.0,7.9,71.61
31,1,1.701,52.0,4,61,2452.0,110.0,5.2,54.04
38,1,1.678,76.8,5,91,2333.0,107.0,7.1,77.03
36,0,1.595,73.5,2,54,1300.0,97.0,5.4,71.79
35,0,1.71,76.8,2,72,1845.0,168.0,5.8,77.8
23,1,1.911,111.1,3,46,2525.0,120.0,8.7,111.39
18,1,1.763,73.6,0,64,2761.0,112.0,6.0,76.66
26,1,1.887,80.9,0,69,2441.0,163.0,6.5,84.15
39,1,1.678,70.8,4,45,1871.0,95.0,6.6,71.13
43,0,1.646,59.5,6,41,1675.0,74.0,6.1,59.97
36,1,1.682,76.1,5,45,2360.0,114.0,6.0,77.49
34,0,1.581,71.0,4,72,1955.0,111.0,5.2,72.23
33,0,1.579,66.1,5,70,2084.0,118.0,5.8,68.05
25,0,1.617,68.3,0,5,2007.0,105.0,7.3,70.35
29,1,1.728,74.3,0,47,2420.0,121.0,6.4,76.11
45,0,1.726,79.6,4,64,2106.0,58.0,6.4,80.78
22,1,1.633,49.1,1,86,1517.0,77.0,4.3,47.91
45,1,1.81,79.4,5,53,2248.0,113.0,6.4,79.76
27,1,1.776,77.9,5,62,2873.0,167.0,9.5,81.73
42,1,1.761,78.8,2,57,2379.0,144.0,6.3,81.01
18,1,1.662,68.3,2,45,2095.0,131.0,8.0,70.04
35,1,1.875,88.4,3,28,2186.0,172.0,6.2,90.23
23,0,1.615,54.1,2,30,1519.0,90.0,7.5,54.92
18,1,1.797,92.6,5,71,2702.0,138.0,8.8,94.03
32,0,1.605,66.3,6,57,1617.0,114.0,7.1,66.09
39,0,1.557,66.4,4,40,1582.0,133.0,6.6,66.91
22,1,1.78,69.3,1,26,2441.0,100.0,7.2,71.49
18,0,1.54,64.9,4,70,1971.0,111.0,6.0,66.95
29,1,1.771,78.0,0,35,2176.0,114.0,7.2,78.8
29,1,1.795,66.0,5,69,2423.0,108.0,7.0,67.52
35,1,1.681,69.0,0,52,2185.0,134.0,7.4,72.13
39,0,1.589,67.0,5,54,2330.0,103.0,4.8,70.06
29,1,1.768,82.0,2,90,2177.0,97.0,7.1,82.14
47,0,1.695,75.1,1,13,1914.0,133.0,7.7,77.88
32,1,1.765,77.0,5,37,2437.0,126.0,7.1,77.99
27,0,1.478,57.6,3,87,1300.0,84.0,8.1,57.36
18,1,1.668,82.3,4,74,2254.0,121.0,6.0,82.52
28,0,1.612,68.3,3,50,2030.0,103.0,6.3,70.18
27,0,1.658,60.1,3,92,1791.0,84.0,7.8,60.65
39,0,1.531,50.1,3,75,1300.0,111.0,8.0,50.37
34,0,1.571,58.5,3,45,1367.0,119.0,8.5,58.79
19,0,1.638,81.1,4,34,2226.0,97.0,7.3,82.62
32,1,1.611,65.7,0,83,2051.0,84.0,5.1,68.01
36,1,1.688,92.6,4,39,2331.0,139.0,8.4,94.94
44,1,1.772,71.2,0,60,1508.0,49.0,7.4,69.63
38,1,1.769,74.4,0,85,1857.0,94.0,7.3,74.66
37,1,1.744,73.0,4,59,1975.0,133.0,8.8,72.88
31,1,1.786,76.5,4,55,2529.0,121.0,7.9,78.53
33,1,1.761,63.9,4,22,1713.0,136.0,8.1,64.15
41,0,1.496,45.3,5,75,1616.0,89.0,4.9,46.05
18,1,1.715,78.6,0,19,1900.0,156.0,6.6,78.19
27,0,1.498,63.6,4,82,1499.0,122.0,8.2,63.81
23,1,1.73,99.1,1,21,2229.0,147.0,7.0,99.04
33,0,1.616,57.9,2,38,1806.0,72.0,7.6,59.72
41,0,1.67,64.2,2,78,1971.0,76.0,7.3,66.1
25,1,1.736,64.2,1,84,2100.0,106.0,8.2,64.89
18,1,1.83,97.4,2,57,2397.0,183.0,5.7,97.98
26,1,1.757,83.2,0,48,1914.0,129.0,5.3,82.24
38,1,1.747,61.0,4,58,2228.0,113.0,6.9,62.93
35,0,1.588,53.2,4,16,2063.0,105.0,7.5,55.83
34,0,1.612,71.2,6,77,1774.0,115.0,6.5,71.91
27,1,1.714,77.1,5,43,1959.0,143.0,7.0,77.27
18,1,1.753,83.2,4,50,2162.0,152.0,5.6,83.38
35,1,1.864,73.9,1,57,1950.0,85.0,5.7,72.87
22,1,1.796,55.8,1,61,2100.0,90.0,6.3,56.99
50,0,1.656,57.6,0,64,1300.0,95.0,8.0,58.33
35,1,1.636,70.2,1,80,1641.0,117.0,7.6,71.54
25,1,1.755,96.6,5,80,2689.0,169.0,7.9,98.56
24,1,1.675,61.4,4,54,1934.0,121.0,8.1,63.08
29,1,1.805,105.8,5,70,2867.0,255.0,9.7,108.84
28,0,1.683,80.2,6,72,2535.0,144.0,5.4,81.72
40,1,1.772,58.1,0,20,1628.0,119.0,6.2,58.12
32,0,1.579,59.6,0,46,1399.0,54.0,8.6,60.78
23,0,1.616,72.1,4,37,2613.0,124.0,6.9,75.92
47,1,1.959,69.1,3,56,2157.0,75.0,7.6,70.57
30,1,1.74,79.6,4,80,2558.0,117.0,5.8,80.89
37,0,1.685,81.0,0,71,2305.0,169.0,7.4,83.85
25,0,1.749,80.8,3,71,2208.0,153.0,8.3,81.84
33,0,1.641,66.0,4,47,2321.0,114.0,7.0,69.92
33,1,1.702,69.5,4,47,2629.0,144.0,7.6,72.47
18,0,1.681,63.3,3,43,1779.0,110.0,7.4,64.01
48,1,1.681,62.1,3,37,1749.0,93.0,8.0,62.79
42,0,1.632,59.8,2,67,1922.0,60.0,6.1,61.33
26,0,1.689,65.7,5,44,2214.0,123.0,5.3,66.96
20,1,1.58,58.9,6,29,1702.0,86.0,7.5,58.55
33,0,1.556,55.6,3,61,1380.0,92.0,8.1,55.63
31,1,1.757,63.4,1,56,2448.0,96.0,9.2,67.2
33,0,1.626,71.2,3,61,1441.0,106.0,7.2,70.83
32,1,1.786,78.0,0,84,2020.0,126.0,6.3,78.05
35,0,1.756,65.6,6,55,1716.0,158.0,6.9,67.18
43,1,1.604,68.2,3,42,1684.0,115.0,7.1,68.21
35,0,1.561,57.0,4,42,1345.0,96.0,6.8,56.2
21,1,1.716,73.5,1,36,2057.0,107.0,7.5,73.94
42,1,1.826,94.5,6,40,2356.0,160.0,9.5,96.08
45,1,1.759,67.6,6,30,1946.0,144.0,8.5,68.49
58,0,1.659,53.4,3,57,1562.0,45.0,5.3,54.41
20,1,1.667,66.4,1,41,2245.0,97.0,7.1,67.38
32,0,1.719,58.0,5,58,1753.0,55.0,5.3,58.37
18,1,1.81,75.8,6,48,1939.0,119.0,6.3,74.37
35,0,1.693,69.0,6,53,2069.0,123.0,6.2,70.95
25,1,1.853,61.3,2,90,2637.0,120.0,7.0,63.75
47,1,1.767,79.7,1,78,1900.0,144.0,6.9,80.29
23,1,1.787,75.0,4,24,2115.0,160.0,6.9,76.38
18,1,1.699,83.1,2,43,2496.0,120.0,9.0,85.11
26,1,1.849,85.4,3,17,2672.0,110.0,8.2,87.77
18,1,1.677,78.7,5,47,2633.0,117.0,6.9,80.6
37,0,1.561,71.8,6,62,1808.0,142.0,7.5,73.17
18,0,1.645,61.0,5,76,1884.0,136.0,8.9,62.83
30,0,1.604,65.6,6,75,1883.0,126.0,5.6,64.99
18,1,1.899,59.7,5,61,2148.0,94.0,7.0,60.14
27,0,1.647,83.2,1,36,2134.0,88.0,7.5,84.76
45,1,1.806,76.5,2,72,2282.0,114.0,6.2,77.86
33,0,1.657,55.5,3,56,1300.0,105.0,5.4,55.21
22,1,1.908,98.2,5,59,2695.0,119.0,6.5,98.91
30,1,1.674,51.3,5,94,2386.0,128.0,6.8,53.42
30,1,1.832,75.7,5,36,1674.0,123.0,8.2,74.71
34,0,1.655,75.4,5,96,1956.0,155.0,5.1,76.55
18,1,1.717,69.3,3,91,1851.0,87.0,7.6,69.01
35,0,1.505,49.9,1,56,1516.0,70.0,6.7,50.39
18,1,1.832,73.8,5,59,2537.0,160.0,7.6,75.26
24,0,1.538,45.0,5,41,1677.0,64.0,8.9,47.03
26,0,1.704,79.3,1,59,1797.0,137.0,6.1,79.07
36,1,1.833,78.5,2,57,2317.0,100.0,8.3,79.6
30,1,1.694,68.2,1,41,1817.0,84.0,7.6,68.73
18,0,1.672,64.5,3,41,1830.0,104.0,6.7,65.8
21,1,1.658,66.2,4,50,2185.0,96.0,7.7,67.31
32,1,1.716,78.0,6,55,2622.0,143.0,8.0,80.14
29,0,1.555,52.7,2,21,1426.0,81.0,6.2,52.73
25,0,1.619,48.7,4,78,1880.0,73.0,5.7,50.04
26,1,1.778,85.0,5,45,2782.0,137.0,5.8,87.65
36,0,1.566,63.9,4,49,2047.0,142.0,6.6,66.76
25,1,1.747,73.4,3,59,2529.0,95.0,6.3,75.11
29,1,1.818,95.6,4,50,2633.0,120.0,7.7,97.27
50,0,1.656,66.0,0,78,1680.0,76.0,7.7,66.39
18,1,1.776,87.0,2,49,3223.0,107.0,7.3,91.15
18,1,1.84,104.9,3,43,2371.0,133.0,8.1,104.6
37,0,1.638,68.5,1,67,1696.0,74.0,7.1,68.44
24,0,1.751,67.4,6,70,1807.0,140.0,7.6,68.15
27,0,1.559,55.9,3,105,1701.0,96.0,7.6,56.38
23,0,1.701,83.9,1,17,1813.0,127.0,6.7,84.58
28,0,1.694,51.1,3,57,1331.0,129.0,5.9,51.64
44,1,1.67,60.6,0,69,1941.0,103.0,5.7,61.45
37,1,1.755,71.7,2,37,1502.0,203.0,8.5,71.48
38,0,1.647,57.6,5,83,2007.0,127.0,6.0,59.52
18,1,1.815,93.2,5,41,2780.0,115.0,8.2,95.88
20,0,1.696,73.7,4,57,2516.0,88.0,8.7,77.13
18,0,1.698,66.9,6,77,2826.0,106.0,6.3,70.51
23,1,1.702,77.4,3,33,1430.0,116.0,7.4,75.62
39,0,1.633,64.2,2,52,1520.0,131.0,6.7,64.17
35,1,1.728,59.2,2,70,2148.0,86.0,6.6,61.34
28,1,1.792,67.7,2,58,2582.0,105.0,9.0,71.36
30,0,1.687,74.7,2,68,2223.0,88.0,8.1,77.47
24,1,1.719,81.9,2,71,2032.0,148.0,7.0,82.07
32,1,1.851,77.0,6,44,2273.0,163.0,8.0,78.41
37,1,1.599,65.4,4,87,2536.0,128.0,8.7,69.38
18,0,1.551,72.9,5,38,1703.0,128.0,6.7,72.5
33,0,1.689,55.7,4,82,1677.0,116.0,8.0,57.28
38,0,1.583,61.4,3,62,1636.0,113.0,6.1,62.45
26,0,1.677,78.3,5,43,1787.0,154.0,6.4,77.71
36,1,1.868,79.4,5,38,2460.0,112.0,7.4,80.43
55,0,1.692,83.2,1,61,1406.0,119.0,7.1,82.7
29,0,1.649,92.4,3,51,2714.0,168.0,7.0,97.05
34,1,1.797,83.9,6,65,2332.0,130.0,7.9,84.59
23,1,1.647,64.7,2,50,1708.0,149.0,6.9,65.29
32,0,1.595,69.0,1,56,1450.0,117.0,8.2,69.11
34,0,1.675,80.8,5,65,2344.0,152.0,7.8,83.24
32,0,1.614,49.9,6,54,1300.0,111.0,7.2,50.18
21,0,1.527,54.5,6,50,1425.0,105.0,6.8,55.02
32,1,1.736,67.4,3,62,2156.0,121.0,7.1,68.43
43,0,1.604,68.9,1,48,1554.0,92.0,5.9,68.99
34,1,1.736,74.7,5,68,2008.0,118.0,6.8,74.26
39,1,1.835,77.6,4,64,2855.0,128.0,5.9,80.78
28,0,1.727,60.2,2,69,2210.0,73.0,7.6,62.85
37,1,1.672,75.1,6,69,2593.0,173.0,5.6,76.98
33,0,1.598,73.1,1,50,1832.0,83.0,5.4,73.76
21,1,1.714,61.7,0,15,1416.0,69.0,7.0,60.97
33,1,1.668,55.2,2,52,1674.0,89.0,7.8,55.88
21,1,1.638,62.0,4,60,2224.0,115.0,7.0,63.3
24,1,1.835,81.4,4,53,2177.0,113.0,8.4,82.0
32,1,1.736,85.1,3,41,1981.0,121.0,7.2,84.87
33,1,1.742,62.9,6,80,2320.0,106.0,9.6,65.08
19,0,1.628,57.5,5,39,1628.0,102.0,7.3,57.16
39,1,1.831,63.7,0,41,2164.0,110.0,9.8,66.6
35,1,1.747,88.5,1,46,2302.0,113.0,7.1,90.27
24,0,1.642,69.5,6,49,1698.0,112.0,7.9,69.04
18,0,1.684,64.2,3,43,1979.0,114.0,7.3,65.85
29,1,1.834,64.2,4,55,2140.0,135.0,7.5,64.98
26,0,1.648,51.3,1,57,1445.0,96.0,6.4,51.88
31,0,1.608,67.4,4,36,1998.0,122.0,7.7,69.72
27,1,1.719,58.1,4,33,1702.0,57.0,5.7,58.14
18,1,1.783,76.7,0,69,2780.0,92.0,7.0,80.58
27,0,1.681,93.6,2,54,1479.0,121.0,6.5,91.67
27,0,1.526,54.5,1,75,1308.0,104.0,6.7,54.53
36,0,1.688,60.0,0,68,1837.0,68.0,8.2,62.72
24,1,1.847,86.6,5,49,3046.0,98.0,7.5,88.68
45,1,1.905,70.5,6,64,2620.0,133.0,5.0,71.72
18,0,1.609,79.0,4,70,1983.0,144.0,8.1,80.52
42,1,1.89,106.2,4,39,2598.0,143.0,7.1,106.86
28,1,1.716,70.8,0,24,2154.0,95.0,8.1,73.39
38,0,1.686,59.0,5,36,1750.0,137.0,7.2,59.95
31,1,1.854,75.9,1,66,1938.0,80.0,5.7,75.68
40,0,1.673,66.3,4,89,2321.0,87.0,8.7,69.5
27,0,1.493,57.3,5,54,1477.0,113.0,8.0,57.89
20,1,1.882,96.5,1,80,2154.0,152.0,7.2,96.4
43,0,1.708,54.4,0,73,1440.0,80.0,5.9,54.65
29,1,1.666,78.5,4,41,2125.0,87.0,7.5,79.61
32,0,1.518,59.3,3,54,1300.0,78.0,7.4,59.8
41,1,1.844,76.7,3,68,2272.0,116.0,5.9,77.93
21,1,1.79,62.6,4,32,2203.0,147.0,7.0,64.81
35,0,1.62,65.0,2,72,1300.0,91.0,5.1,63.59
25,1,1.729,59.5,4,76,2453.0,70.0,5.1,60.51
29,0,1.641,79.5,4,71,2256.0,119.0,5.9,80.59
31,1,1.871,71.9,4,53,2180.0,102.0,7.2,73.38
18,1,1.777,86.0,0,65,2037.0,146.0,6.1,86.94
23,1,1.912,87.4,4,75,3014.0,63.0,8.3,89.36
42,1,1.697,65.4,4,26,1867.0,95.0,6.3,65.61
38,1,1.759,73.9,0,7,1920.0,148.0,6.7,74.52
29,0,1.607,76.3,4,65,1882.0,143.0,8.3,77.46
32,0,1.554,47.3,3,43,1385.0,81.0,6.6,48.38
27,0,1.702,62.5,3,59,2275.0,91.0,7.1,65.62
42,0,1.638,52.9,6,59,1300.0,110.0,8.2,52.34
28,1,1.797,81.3,5,79,2787.0,155.0,9.2,83.64
32,0,1.592,55.8,6,58,1793.0,80.0,8.1,56.57
40,1,1.793,59.1,6,66,2267.0,129.0,7.6,60.62
23,0,1.681,60.3,4,64,2167.0,150.0,9.5,62.68
44,1,1.765,91.1,0,71,1938.0,124.0,5.7,91.27
18,0,1.677,69.9,4,44,2058.0,92.0,9.4,71.11
45,0,1.678,69.9,4,61,1847.0,137.0,7.4,71.35
27,0,1.664,65.7,5,8,1921.0,135.0,7.6,66.9
28,0,1.638,62.9,1,42,1799.0,92.0,5.9,65.34
18,0,1.619,56.5,6,75,1915.0,79.0,5.7,57.38
26,0,1.703,73.3,5,28,1981.0,136.0,6.6,74.87
21,1,1.792,81.5,2,31,2894.0,45.0,7.0,84.36
25,1,1.809,63.0,0,68,1398.0,98.0,7.1,61.98
29,1,1.792,79.6,6,43,2162.0,48.0,7.4,79.4
39,1,1.76,57.2,2,80,2123.0,83.0,6.5,59.65
32,1,1.715,74.3,1,56,2043.0,146.0,7.6,75.05
33,1,1.788,56.5,2,85,1604.0,133.0,5.4,55.83
20,1,1.89,81.7,4,89,2722.0,165.0,8.7,83.75
22,0,1.549,47.0,3,81,1451.0,82.0,6.5,46.61
46,0,1.636,65.9,0,45,1327.0,110.0,7.3,66.34
23,1,1.832,88.2,0,33,2034.0,139.0,6.7,87.66
45,1,1.734,90.9,4,80,2730.0,116.0,7.1,92.43
28,1,1.724,51.0,5,55,2579.0,99.0,7.4,54.91
30,1,1.708,78.0,6,59,2932.0,125.0,9.8,81.39
40,0,1.656,72.7,6,78,2528.0,147.0,5.1,75.8
41,1,1.73,70.0,6,33,2321.0,151.0,6.1,72.57
29,0,1.671,77.3,2,67,1844.0,110.0,5.7,76.97
27,0,1.623,59.9,0,45,1466.0,88.0,7.4,60.52
29,0,1.631,71.1,5,71,2271.0,128.0,7.5,72.95
33,1,1.896,73.4,6,63,2716.0,134.0,8.6,75.88
38,0,1.686,64.8,6,73,2257.0,165.0,7.2,67.49
30,1,1.771,88.0,1,46,1958.0,126.0,8.5,87.6
36,1,1.792,97.0,6,41,2220.0,100.0,8.3,96.44
45,1,1.68,67.6,1,55,2134.0,100.0,7.0,70.15
33,1,1.846,63.1,2,43,2097.0,143.0,6.3,63.27
33,1,1.805,77.0,1,42,1946.0,129.0,6.9,77.13
18,1,1.869,85.1,6,41,2989.0,149.0,6.4,87.96
18,0,1.562,55.3,3,68,1602.0,69.0,7.2,56.01
33,0,1.594,64.5,4,94,2114.0,106.0,6.2,67.09
29,1,1.763,67.2,6,71,2233.0,155.0,7.5,68.78
25,1,1.778,86.5,0,69,2853.0,163.0,5.3,89.83
32,0,1.586,49.9,5,69,2013.0,115.0,7.5,52.55
29,1,1.768,85.0,4,37,2252.0,103.0,7.9,85.72
40,0,1.593,75.9,2,69,1843.0,139.0,7.7,77.19
31,0,1.687,56.4,4,19,2002.0,56.0,4.2,57.58
23,1,1.611,54.9,0,62,1657.0,81.0,7.3,55.6
39,1,1.63,69.8,6,70,2171.0,130.0,7.6,71.03
28,1,1.817,64.1,5,71,2401.0,138.0,9.8,66.98
35,1,1.722,67.4,0,68,2171.0,123.0,7.3,69.61
26,1,1.691,82.5,2,30,1882.0,166.0,5.5,81.73
24,0,1.637,71.9,0,42,1951.0,143.0,5.2,73.15
31,1,1.783,104.2,1,79,2977.0,157.0,6.8,107.22
30,1,1.821,80.8,5,62,2257.0,99.0,6.2,80.72
34,0,1.714,67.5,5,61,1604.0,130.0,8.0,67.77
28,1,1.948,92.1,4,44,3110.0,177.0,8.9,95.16
18,1,1.718,67.9,3,33,2293.0,98.0,4.4,68.75
26,1,1.882,83.1,3,40,2147.0,136.0,6.7,83.17
37,1,1.756,71.9,3,27,1900.0,134.0,8.5,72.58
27,0,1.733,63.8,2,66,2047.0,136.0,8.0,66.09
28,1,1.794,77.8,3,0,2307.0,87.0,6.2,78.9
